mets,genes,rxns,,"# we removed the transcript ids such as .1, .2 …etc and removed duplicates to maitain the unique genes "
HC01118[c],,FAOXC226C225x,,
Ssq23epx[c],,FAOXC226C227m,,
M00939[c],,FAOXC226m,,
M00937[c],,FAOXC227C226m,,
44mzym[c],,FAOXC22C20x,,
M00961[c],,FAOXC22C22DCHYr,,
M00957[c],,FAOXC22OHC22r,,
4mzym_int1[c],,FAOXC241C221x,,
4mzym_int2[c],,FAOXC24C22x,,
HC02110[c],,FAOXC3DC,,
M00963[c],,FAOXC4C2m,,
M00959[c],,FAOXC4C4DCc,,
M00955[c],,FAOXC5C3x,,
M01067[c],,FAOXC5C5DCc,,
zymst[c],,FAOXC5C5OHm,,
chlstol[c],,FAOXC5OHc,,
M00940[c],,FAOXC61C4m,,
M00938[c],,FAOXC61C4x,,
M00942[c],,FAOXC61m,,
M00962[c],,FAOXC61x,,
M00958[c],,FAOXC6C4m,,
M00954[c],,FAOXC6C4x,,
M00966[c],,FAOXC6DCC4DCx,,
M00967[c],,FAOXC7C5m,,
M00964[c],,FAOXC81C61m,,
M00960[c],,FAOXC81C61x,,
M00956[c],,FAOXC8C6m,,
M01068[c],,FAOXC8C6x,,
cholcoar[c],,FAOXC8DCC6DCx,,
cholcoas[m],,FAOXC9BRC7BRm,,
cholcoaone[m],,FAOXC9C7m,,
HC01459[m],,FAOXMC10OHMC10r,,
M01094[m],,FAOXOHC16C16DCc,,
CE5133[m],,FAOXOHC22C22DCc,,
M00617[x],,FAOXOHMC10DC10c,,
M00754[x],,FAOXTC101TC102m,,
HC00958[c],,FAOXTC102C101m,,
M00978[c],,FAOXTC122TC101m,,
M00976[c],,FAOXTC122m,,
M01081[c],,FAOXTC142TC122m,,
M01083[c],,FAOXTC162TC142m,,
M01077[c],,FAOXTC182TC162m,,
M01080[c],,FOAXC122C101x,,
M01077[m],,GLUTCOAACBP,,
M01080[m],,HDCACBP,,
M01076[m],,HDDACBP,,
M01079[m],,HDECAACBP,,
M00746[m],,HDECEACBP,,
M00753[m],,HEDCECRNe,,
M02977[m],,HEXCOAACBP,,
M00742[m],,HEXDCRNe,,
M02977[c],,HEXDIACtr,,
M00742[c],,HEXDICOAACBP,,
M00615[c],,HEXDICOAACBPx,,
M00743[c],,HIVCACBP,,
M00615[x],,HIVCRNe,,
M00743[x],,HOCDACBP,,
M00625[m],,HOCTDACBP,,
M00625[c],,HOCTDEC2CRNe,,
M00979[c],,HOCTDECCRNe,,
M00977[c],,HTDCACBP,,
M01082[c],,HTDCRNe,,
M01084[c],,IVCOAACBP,,
M01179[r],,IVCRNe,,
20ahchsterol[r],,LGNCCOAtcx,,
xoltri27[m],,NRVNCCOAtxc,,
M01092[m],,OCD11COACPT1,,
M01092[c],,OCD11CRNCACT,,
M01989[c],,OCD11CRNCPT2,,
M02155[c],,OCT11EFATP,,
M02935[c],,OCTDEC2ACBP,,
M01511[c],,OCTDECCACT,,
M01511[m],,OCTDECCPT1,,
M02935[m],,OCTDECCPT2,,
M00606[m],,OCTDECE1CRNe,,
M00579[m],,sink_octdececoa[c],,
M01014[c],,OMHDEACIDTD,,
20ahchsterol[c],,OMHDOCOSACTD,,
M02827[c],,OMHPALTD,,
M02663[c],,PRISTCOAtcx,,
M00405[c],,SBCOAACOTx,,
M00579[c],,SCP21cx,,
M00605[c],,SEBACACT,,
M02828[c],,SEBACIDtx,,
M02665[c],,SEBCOACROT,,
M01184[c],,SEBCOAPET,,
M00406[c],,STCOATxc,,
M00283[c],,STRDNCCOAtxc,,
M01075[c],,SUBEACtx,,
M01075[r],,SUBERCACT,,
M02760[c],,SUBERCROT,,
M02761[c],,SUBERICACT,,
M00603[c],,SUCCACT,,
M00285[c],,SUCCCROT,,
M00759[c],,SUCCOAPET,,
M00429[m],,SUCCTD,,
M00434[c],,TDCRNe,,
M00431[c],,sink_tetdec2coa[c],,
M00433[c],,TETDEC2CRNe,,
CE5256[l],,sink_tetdece1coa[c],,
CE5256[r],,TETDECE1CRNe,,
CE5255[l],,TIGCRNe,,
CE5255[r],,34DHPHELAT1tc,,
hestratriol[l],,4OHPROIMINOtc,,
CE5253[l],,ALAALACNc,,
C05301[l],,ALAALAPEPT1tc,,
CE5254[l],,ALAATB0tc,,
1a2425thvitd3[c],,ALAyLATthc,,
3ohxccoa[c],,ARGATB0tc,,
M00783[c],,ASCBSVCTtc,,
M00049[c],,ASNATB0tc,,
M02773[c],,ASNPHELAT2tc,,
M00898[c],,BALABETAtc,,
M00796[c],,BALAPAT1tc,,
M00062[c],,BGLUGCHe,,
M02693[c],,BGLUTCHLe,,
M00876[c],,BGLUTDECHOe,,
M00781[c],,BTNTe,,
M00047[c],,CARPEPT1tc,,
M02106[c],,CARhPTtc,,
M00888[c],,CBLTDe,,
M00791[c],,CBLtle,,
M00055[c],,CHOLESTTDe,,
M02615[c],,CYSATB0tc,,
M00910[c],,CYSPHELAT2tc,,
M00805[c],,CYSSNAT5tc,,
M00070[c],,CYSTALArBATtc,,
M03115[c],,CYSTLEUrBATtc,,
M00908[c],,FOLTle,,
M00803[c],,GALSGLT1le,,
M00068[c],,GLCSGLT1le,,
M03048[c],,GLNATB0tc,,
M00896[c],,GLNyLATthc,,
M00794[c],,GLYGLYCNc,,
M00060[c],,GLYGLYPEPT1tc,,
M02687[c],,GLYPHEPEPT1tc,,
M00874[c],,GLYPROPEPT1tc,,
M00779[c],,GLYSARCNc,,
M00045[c],,GLYSARPEPT1tc,,
M02099[c],,GLYSNAT5tc,,
M00887[c],,GUMDCHAe,,
M00790[c],,GUMGCHLe,,
M00054[c],,GUMTCHOLe,,
M00873[c],,HISCAT1,,
M00778[c],,HISSNAT5tc,,
M00044[c],,HIShPTtc,,
M00907[c],,HISyLATtc,,
M00802[c],,HISyLATthc,,
M00067[c],,HPETFABP1tc,,
M00879[c],,ILEATB0tc,,
M00715[c],,ILELAT1tc,,
M03016[c],,ILEPHELAT2tc,,
M00843[c],,LEUATB0tc,,
M00702[c],,LEUGLYPEPT1tc,,
M03014[c],,LEULEULAPc,,
M00852[c],,LEULEUPEPT1tc,,
M00707[c],,LEUPHELAT2tc,,
M03018[c],,LEUyLAThtc,,
M00839[c],,LINOFATPtc,,
M00699[c],,LYSATB0tc,,
M03011[c],,METATB0tc,,
M00871[c],,METyLATthc,,
M00704[c],,MTHFTe,,
M03017[c],,NACDe,,
CE4791[c],,NACHORCTL3le,,
M00860[c],,NCAMDe,,
M00085[c],,OCDEAFABP1tc,,
M03008[c],,OLEICFATPtc,,
M01217[c],,ORNALArBATtc,,
CE2539[c],,ORNLEUrBATtc,,
M00336[c],,PALFATPtc,,
focytC[c],,PCHOLHSTDe,,
ficytC[c],,PECDCHe,,
M00869[c],,PECGCHLe,,
M00086[c],,PECTCHLe,,
M03005[c],,PEHSFABPe,,
M00862[c],,PHEATB0tc,,
M00712[c],,PHEyLATthc,,
M03006[c],,PMTCOAFABP1tc,,
CE7081[x],,PNTORDe,,
M01729[c],,PROGLYPEPT1tc,,
M01729[m],,PROGLYPRO1c,,
M03049[c],,PROIMINOtc,,
M03049[m],,PSYGCHe,,
M03050[m],,PSYTCHe,,
M02973[c],,PSYTDECHe,,
M02973[m],,SBTle,,
M00129[m],,SERATB0tc,,
M02975[c],,TAGHSTDe,,
M02975[m],,TAUBETAtc,,
HC10784[m],,TAUPAT1c,,
M02976[c],,THMATPe,,
M02976[m],,THRATB0tc,,
M01141[m],,THRPHELAT2tc,,
M01191[m],,TRPATB0tc,,
M02102[c],,TYRATB0tc,,
M02102[m],,TYRPHELAT2tc,,
M00004[m],,VALATB0tc,,
M02103[c],,VALLAT1tc,,
M02103[m],,VALPHELAT2tc,,
M01237[m],,VITEtl,,
M00020[m],,VITKtl,,
vacccrn[c],,XOLEST2HSTDle,,
vacccrn[m],,1a25DHVITD3TRn,,
vacccoa[m],,25HVITD3c,,
M00127[m],,3AIB_Dtm,,
M02638[c],,3HCO3_NAt,,
M02638[m],,4ABUTtcn,,
M00116[m],,4HPROLTASCT1,,
M02611[c],,5MTHFt2le,,
M02611[m],,ADNK3,,
M02612[m],,ADNK4,,
M01776[c],,ADNt5le,,
M01776[m],,AHCYStd,,
M00018[m],,ALA-DTDe,,
M01777[c],,AMETtd,,
M01777[m],,ARACHFATPc,,
CE5151[m],,ASPDTDe,,
M01775[c],,ASPPROASCT1,,
M01775[m],,ASPte,,
M01236[m],,BIDGLCURr,,
M00122[c],,BTNt3ile,,
M00122[m],,CHOLESACATc,,
M00123[m],,CHOLESTle,,
M00100[c],,CHSTEROLtrc,,
M00100[m],,CRNrtx,,
M00101[m],,CYSAMOe,,
M02051[c],,CYTDt5le,,
M02051[m],,Coqe,,
M02052[m],,DATPtm,,
M01724[c],,DCTPtm,,
M01724[m],,DGTPtm,,
M01727[c],,DHAPtc,,
M01727[m],,DM_1a25dhvitd3[n],,
CE5155[m],,DM_4abut[n],,
M01726[c],,DM_5hpet[r],,
M01726[m],,DM_taur[c],,
M00006[m],,DM_pe_hs[r],,
M02637[c],,DM_pmtcoa[r],,
M02637[m],,DPCOAPPe,,
M00011[c],,DPMVDc,,
M00011[m],,DSREDUCr,,
M00012[m],,DTMPKm,,
M00342[c],,DTTPtm,,
M00342[m],,EX_4hpro[e],,
M00343[m],,EX_adpcbl[e],,
M00261[c],,EX_alaala[e],,
M00261[m],,EX_bglc[e],,
CE4854[m],,EX_carn[e],,
M01770[c],,EX_dchac[e],,
M01770[m],,EX_glgchlo[e],,
CE4843[m],,EX_gltcho[e],,
M00022[c],,EX_gltdechol[e],,
M00022[m],,EX_glygly[e],,
M00023[m],,EX_glysar[e],,
M00263[c],,EX_gum[e],,
M00263[m],,EX_gumdchac[e],,
CE4847[m],,EX_gumgchol[e],,
M01729[r],,EX_gumtchol[e],,
ddcacoa[r],,EX_leugly[e],,
M03049[r],,EX_leuleu[e],,
M03050[r],,EX_pect[e],,
M02973[r],,EX_pectindchac[e],,
tdcoa[r],,EX_pectingchol[e],,
ttdcrn[r],,EX_pectintchol[e],,
M00129[r],,EX_psyl[e],,
M02975[r],,EX_psylchol[e],,
HC10784[r],,EX_psyltchol[e],,
M02976[r],,EX_psyltdechol[e],,
M01141[r],,EX_sfcys[e],,
ptdcacrn[r],,EX_tdechola[e],,
ptdcacoa[r],,EX_cysam[e],,
hdd2crn[r],,EX_dpcoa[e],,
M01191[r],,EX_fmn[e],,
hpdcacrn[r],,EX_hyptaur[e],,
hpdcacoa[r],,EX_oh1[e],,
M02102[r],,EX_pan4p[e],,
M00004[r],,EX_ptth[e],,
M02103[r],,EX_q10[e],,
M01237[r],,EX_q10h2[e],,
stcrn[r],,FADDPle,,
odecrn[r],,FADH2ETC,,
M00020[r],,FADtm,,
vacccrn[r],,FE2DMT1,,
vacccoa[r],,FE3MTP1,,
elaidcrn[r],,FMNALKPle,,
M00127[r],,FOLt2le,,
M02638[r],,FRDPtcr,,
M00116[r],,G6PDH2c,,
lneldccrn[r],,GLCGLUT2,,
lneldccoa[r],,GLU5SAtmc,,
M02611[r],,GLUPROASCT1,,
M02612[r],,GLY3Pt,,
arachcrn[r],,GLYC3PFADm,,
arachcoa[r],,GLYC3Ptmc,,
M01777[r],,GLYCTDle,,
M01775[r],,GNDc,,
M01236[r],,GSNt5le,,
M01776[r],,HMGCOARc,,
M00018[r],,HYPTROXe,,
M00122[r],,INSK,,
M00123[r],,INSt5le,,
M00100[r],,IPDDI,,
M00101[r],,KHte,,
M02051[r],,LACLt,,
M02052[r],,LAPCOAe,,
M01724[r],,LEUGLYHYc,,
docoscoa[r],,MAL_Ltx,,
M01727[r],,MDHx,,
M01726[r],,MEVK1c,,
M00006[r],,MTHFR3,,
M02637[r],,NADtm,,
strdnccrn[r],,NADtx,,
eicostetcrn[r],,NODe,,
tmndnccrn[r],,OCDCAFATPc,,
clpndcrn[r],,P5CR,,
c226crn[r],,PAN4PPe,,
c226coa[r],,PGLc,,
M00011[r],,PHEMEe,,
M00012[r],,PMEVKc,,
M00342[r],,PNTEHe,,
M00343[r],,PNTOt5le,,
M00261[r],,PPItm,,
M00316[c],,PRO_Dtde,,
M00316[r],,PTCRTD,,
lnlncgcrn[r],,PTPATe,,
dlnlcgcrn[r],,Q10H2e,,
adrncrn[r],,RPEc,,
dcsptn1crn[r],,RTOTAL2FATPc,,
dcsptn1coa[r],,RTOTAL3FATPc,,
M01770[r],,RTOTALFATPc,,
M00022[r],,SBT_Dtde,,
M00023[r],,SFCYSc,,
M00263[r],,SFCYSe,,
M03046[c],,sink_5hpet[c],,
M03046[r],,SPMTDe,,
M03047[r],,SPRMTDe,,
lgnccrn[r],,TAURCHAe,,
ttccoa[r],,THMDt5le,,
nrvnccrn[r],,TTDCAFATPc,,
hexccrn[r],,URIt5le,,
hexccoa[r],,q10h2tc,,
M02111[c],,q10tm,,
M02111[r],,34HPPte,,
M02112[r],,3MOBte,,
tetpent3crn[r],,3MOPte,,
tetpent3coa[r],,4HPRO_LTte,,
tettet6crn[r],,4MOPte,,
tettet6coa[r],,5MTAte,,
tetpent6crn[r],,5OXPROt,,
M00112[c],,AHCYSte,,
M00112[r],,AICARte,,
ddca[r],,ANTHte,,
M03051[r],,CBASPte,,
ttdca[r],,DM_4hrpo,,
M02745[r],,DM_Lcystin,,
ttdcea[r],,DM_anth,,
M00117[r],,DM_fol,,
ptdca[r],,DM_ncam,,
M01197[r],,DM_pnto_R,,
hpdca[r],,EX_34hpp[e],,
M00003[r],,EX_3mob[e],,
M01238[r],,EX_3mop[e],,
elaid[r],,EX_4mop[e],,
M00019[r],,EX_5mta[e],,
vacc[r],,EX_5oxpro[e],,
lneldc[r],,EX_ahcys[e],,
M02613[r],,EX_aicar[e],,
arach[r],,EX_anth[e],,
CE2510[r],,EX_cbasp[e],,
M00017[r],,MAL_Lte,,
M01235[r],,OROTGLUt,,
M01207[r],,PNTOte,,
M02457[r],,IDOURte,,
M02053[r],,EX_idour[e],,
doco13ac[r],,5HOXINDOAtr,,
M01582[r],,GLYALDtr,,
M03045[r],,PEPtr,,
lgnc[r],,GUDACtr,,
nrvnc[r],,GUDACtr2,,
hexc[r],,LKYNRtr,,
M03153[r],,LKYNRtr2,,
eicostet[r],,LKYNRtr3,,
clpnd[r],,BALAPAT1tc2,,
tetpent3[r],,BALABETAtc2,,
crvnc[r],,CALAtr,,
M00010[r],,CRTNtr,,
M00341[r],,KYNATEtr,,
adrn[r],,KYNATEtr2,,
tettet6[r],,CITRtr,,
dcsptn1[r],,3ANTHRNtr,,
M00008[r],,THYMDtr2,,
M00021[r],,HKYNRtr,,
M00018[x],,QULNtr,,
M03047[x],,2PGtr,,
CE4855[x],,CARNtr,,
M02112[x],,CHOLPtr,,
M00049[x],,CYST_Ltr,,
M00783[x],,DCMPtr,,
CE2245[x],,DHAPtr,,
CE2249[x],,DMGLYtr,,
CE2253[x],,ETHAMPtr,,
CE2242[x],,FUMtr,,
CE2246[x],,G3PCtr,,
CE2250[x],,GLCURtr,,
CE2243[x],,ICITtr,,
CE2247[x],,L2AADPtr,,
CE2251[x],,XANtr,,
od2coa[x],,XMPtr,,
CE2248[x],,XTSNtr,,
HC01415[x],,3PGtr,,
HC01405[x],,UDPGLCURtr,,
HC01406[x],,IMPtr,,
HC01407[x],,GLYC3tr,,
HC01408[x],,NICRNtr,,
CE2242[m],,OROT5Ptr,,
CE2246[m],,EX_2pg[e],,
CE2250[m],,EX_5hoxindoa[e],,
CE2243[m],,EX_cala[e],,
CE2247[m],,EX_cholp[e],,
CE2251[m],,EX_crtn[e],,
CE2248[m],,EX_cyst_L[e],,
3ohodcoa[m],,EX_dcmp[e],,
M00044[m],,EX_dmgly[e],,
M00778[m],,EX_ethamp[e],,
M00873[m],,EX_g3pc[e],,
M00054[m],,EX_glyald[e],,
M00790[m],,EX_gudac[e],,
M00887[m],,EX_hcys_L[e],,
M00046[m],,EX_icit[e],,
M00780[m],,EX_kynate[e],,
M00875[m],,EX_L2aadp[e],,
M00061[m],,EX_Lkynr[e],,
M00795[m],,EX_pep[e],,
M00897[m],,EX_quln[e],,
M00069[m],,EX_xmp[e],,
M00804[m],,EX_xtsn[e],,
M00909[m],,EX_3pg[e],,
M00071[m],,EX_3hanthrn[e],,
M00806[m],,EX_udpglcur[e],,
M00911[m],,EX_hLkynr[e],,
M00056[m],,EX_nicrnt[e],,
M00792[m],,EX_orot5p[e],,
M00889[m],,EX_glyc3p[e],,
M00048[m],,ALAB0AT3tc,,
M00782[m],,ALAPAT4te,,
M00877[m],,ARACHDFATPtc,,
M00063[m],,ARGB0AT3tc,,
M00797[m],,ASNB0AT3tc,,
M00899[m],,BETBGTtc,,
CE5154[m],,BUTSMCT1,,
CE5153[m],,CLCFTRte,,
CE5152[m],,CRNATBtc,,
CE5150[m],,CRNCT2te,,
CE5148[m],,CYSB0AT3tc,,
CE5144[m],,DHEASABCCte,,
M03019[m],,DOPAENT4tc,,
M00172[m],,ESTRAABCtc,,
M00849[m],,ESTROSABCCte,,
M03022[m],,ESTRSABCtc,,
M01573[m],,FOLABCCte,,
M00885[m],,FOLOAT1tc,,
M03014[m],,FOLOAT2tc,,
M00702[m],,FOLOATPtc,,
M00843[m],,GABABGTtc,,
M03024[m],,GLNB0AT3tc,,
M00170[m],,GLUB0AT3tc,,
M00841[m],,GLYB0AT3tc,,
HC10695[m],,GSNt2r,,
M03016[x],,H2OGLYAQPt,,
M00715[x],,ILEB0AT3tc,,
M00879[x],,LEUB0AT3tc,,
CE5158[x],,LEUKABCtc,,
CE5157[x],,LGNCFATPtc,,
CE5156[x],,METB0AT3tc,,
CE5155[x],,NACSMCTte,,
CE5154[x],,PGLYCABCte,,
CE5153[x],,PHEB0AT3tc,,
CE5152[x],,PHEMEABCte,,
CE5151[x],,PPASMCT1,,
CE5150[x],,PROPAT4te,,
CE5148[x],,PSHSABCtc,,
CE5144[x],,PYRSMCT1,,
HC10856[x],,RETABCtc,,
HC10857[x],,SERB0AT3tc,,
HC10858[x],,SRTNENT4tc,,
M01191[x],,TCHOLABCtc,,
M03019[x],,TRPB0AT3tc,,
M00172[x],,TYRB0AT3tc,,
M00849[x],,VALB0AT3tc,,
M01141[x],,CAMPt,,
M03022[x],,CGMPt,,
M01573[x],,FRUt4,,
M00885[x],,GALt4,,
M03014[x],,GCHOLAt3,,
M00702[x],,GLCt4,,
M00843[x],,MANt4,,
vacccoa[x],,PHEMEt,,
M03024[x],,RIBFLVte,,
M00170[x],,TCHOLAt3,,
M00841[x],,TRPt,,
HC10695[x],,VITD3t2,,
CE5116[m],,r1492,,
CE5114[m],,CHSTEROLt,,
CE4791[m],,RETt,,
CE4793[m],,25HVITD3tin,,
CE2437[m],,AVITE1t,,
CE2438[m],,r0963,,
CE2439[m],,L_LACt4r,,
CE2440[m],,r0295,,
CE2441[m],,ARGSUCte,,
ac[x],,ACRNte,,
for[x],,PCRNte,,
HC02021[l],,LNELDCCRNte,,
HC02025[l],,ODECRNte,,
HC02026[l],,STCRNte,,
M01452[l],,PMTCRNte,,
M01453[l],,HDCECRNte,,
M01454[l],,EX_argsuc[e],,
M01455[l],,EX_acrn[e],,
M01456[l],,EX_pcrn[e],,
M01457[l],,EX_lneldccrn[e],,
M01458[l],,EX_odecrn[e],,
M01459[l],,EX_stcrn[e],,
M01460[l],,EX_pmtcrn[e],,
M01461[l],,EX_hdcecrn[e],,
M01462[l],,DM_ascb_L[c],,
M01463[l],,PCREATte,,
M01464[l],,HC00342te,,
M01465[l],,OCTAte,,
M01466[l],,C08261te,,
M01467[l],,BGLYte,,
M01468[l],,biomass_maintenance,,
M01469[l],,biomass_maintenance_noTrTr,,
M01470[l],,ALPA_HSx,,
M01471[l],,15KPROSTGF2c,,
M01472[l],,ADPOHc,,
M01473[l],,PHLAC,,
M01474[l],,AND19ONEc,,
M01475[l],,C14825c,,
M01476[l],,DESAT14_9,,
M01477[l],,21HPRGNLONE,,
M01478[l],,3MHISc,,
M01479[l],,HMCRNc,,
M01480[l],,PHACGLYc,,
M01481[l],,LCAT10e,,
M01482[l],,LCAT11e,,
M01483[l],,LCAT12e,,
M01484[l],,LCAT13e,,
M01485[l],,LCAT14e,,
M01486[l],,LCAT54e,,
M01487[l],,LCAT55e,,
M01490[l],,LCAT15e,,
M01491[l],,LCAT16e,,
M01492[l],,LCAT17e,,
M01494[l],,LCAT18e,,
M01495[l],,LCAT19e,,
M01496[l],,LCAT20e,,
M01497[l],,LCAT21e,,
M01498[l],,LCAT22e,,
M01501[l],,LCAT23e,,
M01502[l],,LCAT25e,,
M01506[l],,LCAT26e,,
M01508[l],,LCAT27e,,
M01509[l],,LCAT28e,,
M01510[l],,LCAT29e,,
ddca[l],,LCAT2e,,
M03051[l],,LCAT30e,,
ttdca[l],,LCAT31e,,
ttdcea[l],,LCAT32e,,
M00117[l],,LCAT33e,,
M02745[l],,LCAT34e,,
ptdca[l],,LCAT35e,,
M01197[l],,LCAT36e,,
hpdca[l],,LCAT37e,,
M00003[l],,LCAT38e,,
M01238[l],,LCAT39e,,
M00019[l],,LCAT3e,,
elaid[l],,LCAT40e,,
M00115[l],,LCAT41e,,
lneldc[l],,LCAT42e,,
M02613[l],,LCAT43e,,
arach[l],,LCAT44e,,
M00017[l],,LCAT45e,,
CE2510[l],,LCAT56e,,
M01235[l],,LCAT46e,,
M01207[l],,LCAT47e,,
M02457[l],,LCAT48e,,
M02053[l],,LCAT49e,,
docosac[l],,LCAT4e,,
doco13ac[l],,LCAT50e,,
M01582[l],,LCAT51e,,
M03045[l],,LCAT52e,,
lgnc[l],,LCAT53e,,
nrvnc[l],,LCAT57e,,
hexc[l],,LCAT5e,,
M03153[l],,LCAT6e,,
eicostet[l],,LCAT7e,,
clpnd[l],,LCAT8e,,
tetpent3[l],,LCAT9e,,
tethex3[l],,SMS1,,
M00010[l],,SMS10,,
M00341[l],,SMS11,,
M00260[l],,SMS12,,
M00315[l],,SMS16,,
adrn[l],,SMS13,,
tettet6[l],,SMS14,,
tetpent6[l],,SMS15,,
dcsptn1[l],,SMS2,,
M00008[l],,SMS3,,
M00021[l],,SMS4,,
M00265[l],,SMS5,,
M01452[r],,SMS6,,
M01453[r],,SMS7,,
M01454[r],,SMS8,,
M01455[r],,SMS9,,
M01456[r],,XOLEST183CEH,,
M01457[r],,XOLEST182CEH,,
M01458[r],,XOLEST181CEH,,
M01459[r],,XOLEST205CEH,,
M01460[r],,XOLEST204CEH,,
M01461[r],,XOLEST226CEH,,
M01462[r],,MAGLINL_HSe,,
M01463[r],,MAGOLE_HSe,,
M01464[r],,LPS5e,,
M01465[r],,LPS6e,,
M01466[r],,LPS7e,,
M01467[r],,PCHOLMYR_HSPLA2,,
M01468[r],,PCHOLOLE_HSPLA2,,
M01469[r],,PEOLE_HSPLA2,,
M01470[r],,PCHOLPALME_HSPLA2,,
M01471[r],,PCHOLPALM_HSPLA2,,
M01472[r],,PEPALM_HSPLA2,,
M01473[r],,PAILPALM_HSPLA2,,
M01474[r],,PCHOLSTE_HSPLA2,,
M01475[r],,PCHOL2LINL_HSPLA2,,
M01476[r],,PE2LINL_HSPLA2,,
M01477[r],,PCHOL2OLE_HSPLA2,,
M01478[r],,PCHOL2PALM_HSPLA2,,
M01479[r],,PCHOL2STE_HSPLA2,,
M01480[r],,PCHOLN15_HSPLA2,,
M01481[r],,PCHOLAR_HSPLA2,,
M01482[r],,PCHOLN183_HSPLA2,,
M01483[r],,PCHOLN1836_HSPLA2,,
M01484[r],,PCHOLN19_HSPLA2,,
M01485[r],,PCHOLN201_HSPLA2,,
M01486[r],,PCHOLN204_HSPLA2,,
M01487[r],,PCHOLN205_HSPLA2,,
M01489[r],,PCHOLN224_HSPLA2,,
M01490[r],,PCHOLN225_HSPLA2,,
M01491[r],,PCHOLN2254_HSPLA2,,
M01492[r],,PCHOLN226_HSPLA2,,
M01494[r],,PEAR_HSPLA2,,
M01495[r],,PE203_HSPLA2,,
M01496[r],,PE226_HSPLA2,,
M01497[r],,PE224_HSPLA2,,
M01498[r],,PEDH203_HSPLA2,,
M01501[r],,PEDH12_HSPLA2,,
M01502[r],,PEDH14_HSPLA2,,
M01506[r],,PEDH161_HSPLA2,,
M01508[r],,PEDH13_HSPLA2,,
M01509[r],,PEDH15_HSPLA2,,
M01510[r],,PEDH17_HSPLA2,,
M00115[r],,PCHOLN203_HSPLA2,,
M00260[r],,PAILAR_HSPLA2,,
M00315[r],,PCHOLN24_HSPLA2,,
M00265[r],,PCHOLN261_HSPLA2,,
dna[c],,PCHOLN281_HSPLA2,,
dna5mtc[c],,PCHOLN28_HSPLA2,,
M01572[c],,PCHOLDOC_HSPLA2,,
M02127[n],,PCHOLDEIC_HSPLA2,,
amp[n],,PCHOLDET_HSPLA2,,
sbt_D[g],,PCHOLHEP_HSPLA2,,
sbt_D[l],,PCHOLLINL_HSPLA2,,
CE3074[c],,PELINL_HSPLA2,,
M00646[c],,CE4843HYDc,,
CE2120[c],,HXCOAc,,
M01408[c],,TETDECA511ACc,,
M01757[c],,HDCAc,,
M01358[m],,GPDDACHOL,,
M01631[m],,ACLYSHYc,,
M02050[c],,HMCARNc,,
M01957[c],,METTRANSc,,
HC01609[c],,METDECARc,,
nadh[e],,3MTPte,,
dsT_antigen[c],,EX_3mtp[e],,
M03081[c],,ELAIDCRNte,,
M02421[c],,GLYC2P3Pc,,
M03063[c],,LNLCCRNNAt,,
M02335[c],,PHLACHt,,
M03064[c],,TTDCRNNAt,,
M02340[c],,12HPETATP,,
M03065[c],,15HPETATP,,
M02341[c],,15KPROSTGF2t,,
M03066[c],,21HPRGNLONEt1,,
M02342[c],,21HPRGNLONEt2,,
M03067[c],,2OXOADPt,,
M02351[c],,34HPLte,,
M03068[c],,3HMPtd,,
M02376[c],,3HPPNOHGLUCte,,
M03069[c],,3HPPPNOHc,,
M02377[c],,3HPPt,,
M03070[c],,3MHISt1,,
M02006[c],,3MHISt2,,
M03071[c],,3MHISt3,,
M02380[c],,3MOXTYRt,,
M03072[c],,3UIBtd,,
M02401[c],,4AABUTNt,,
M03073[c],,4TMEABUTNt1,,
M02404[c],,4TMEABUTNt2,,
M03074[c],,56DTHMt,,
M02405[c],,56DTHMtd,,
M03075[c],,56DURAt,,
M02408[c],,56DURAtd,,
M02576[c],,5AOPt,,
M03076[c],,5HPETATP,,
M02412[c],,5HPETtd,,
M03077[c],,7DHCHSTEROLt,,
M02415[c],,7DHCHSTEROLtd,,
M03078[c],,ABT_Dt,,
M02416[c],,ABT_Dt2,,
M03079[c],,ABTD1,,
M02419[c],,ACGLUtd,,
M03080[c],,ACGLYtc,,
M02420[c],,ACGLYte,,
M03082[c],,ACLYSt,,
M02423[c],,ACLYStm,,
M02012[c],,ACORNt,,
M01358[c],,ACTHRtc,,
M02757[c],,ACTHRte,,
M02414[c],,ADPACtd,,
HC02222[c],,ADPOHt,,
M02935[l],,ALLTNt,,
M01358[l],,AMETt,,
M02414[l],,AND19ONEt,,
M02414[e],,ARACHETH,,
M02047[l],,BILIVERDt,,
pchol_hs[l],,C02356t,,
pe_hs[l],,C02712te,,
ps_hs[l],,C02712tm,,
M02048[r],,C03990ATP,,
M02352[l],,C03990t,,
lpchol_hs[l],,C03990tr,,
M02353[r],,C03990tx,,
M03146[l],,C04483t1,,
pail_hs[l],,C04483t2,,
M03147[r],,C04717ATP,,
M01569[l],,C04717td,,
M02958[l],,C04805ATP,,
M01352[l],,C04805td,,
HC02066[l],,C05463t1,,
ocdca[r],,C05463t2,,
M02757[l],,C05953t,,
M00245[c],,C05953td,,
M00684[c],,C05953tm,,
M01995[c],,C05953tr,,
h2co3[e],,C05957t,,
dhlam[c],,C05957td,,
M00209[c],,C06314t,,
dad_5[c],,C06315t,,
M02397[c],,C06439t,,
M00210[c],,C06439td,,
