mets,genes,rxns
,,PHEPHETHRr
,,PHEPROARGr
,,PHESERTRPr
,,PHEt2m
,,PHETHRLYSr
,,PHETRPLEUr
,,PHETYRGLNr
,,PHETYRLYSr
,,PHETYRr
,,PHLAC
,,PHLACHt
,,PHSGPL11c
,,PHSPHINGStg
,,PHSPHINGStr
,,PHYQt
,,PHYTt
,,PI345P5Pn
,,PI34P3Pn
,,PI34P4Pn
,,PI34P5Kn
,,PI3P3Pn
,,PI3P4Kn
,,PI3PP
,,PI45P3Kn
,,PI45P4P
,,PI45P5Pn
,,PI4P3Kn
,,PI4P4Pn
,,PI4P5Kn
,,PI4PP
,,PI5P4Kn
,,PIK3n
,,PIK4n
,,PIK5n
,,PIt
,,PIt2r
,,PItg
,,PItn
,,PItx
,,PMTCOAtx
,,PMTCRNtr
,,PNTEHe
,,PNTOt4
,,PNTOte
,,PPA2
,,PPAn
,,PPAtm
,,PPAtr
,,PPBNGte
,,PPCOAtm
,,PPD2CSPp
,,PPIOGLYte
,,PPIOGLYtm
,,PPItm
,,PPItr
,,PPItx
,,PPMI12346Ptn
,,PPPG9tm
,,PPPGO
,,PRGNLONEtm
,,PRGNLONEtr
,,PRGSTRNt
,,PRISTANALtx
,,PRISTCOAtx
,,PRISTte
,,PRISTtx
,,PROARGASPr
,,PROARGCYSr
,,PROASNCYSr
,,PROCYSr
,,PRO_Dtde
,,PROFVSCOAitx
,,PROFVShc
,,PROFVStev
,,PROGLNPROr
,,PROGLULYSr
,,PROGLyt
,,PROHISr
,,PROHISTYRr
,,PROLEUARGr
,,PROLYSPROr
,,PROPHEr
,,PROPROARGr
,,PROPROPROr
,,PROSTGE2t2m
,,PROSTGE2t2r
,,PROSTGH2t
,,PROSTGI2c
,,PROSTGI2t
,,PROSTGI2tr
,,PROTEIN_BS
,,PROtm
,,PROTRPLYSr
,,PROTRPTHRr
,,PROVALGLNr
,,PSDm_hsc
,,PSERtr
,,PSt3
,,PSYGCHe
,,PSYTCHe
,,PSYTDECHe
,,PTDCAt
,,PTPATe
,,PTRCtex2
,,PTVSTitr
,,PTVSTLAChc
,,PTVSTLACitr
,,PTVSTLACtev
,,PTVSTM13itr
,,PTVSTM13te
,,PTVSTM3itr
,,PTVSTtep
,,PVD3
,,PVSGLUChc
,,PVSGLUCitr
,,PVSGLUCtev
,,PVSHtu
,,PVSitr
,,PVStep
,,PYDAMtr
,,PYDXNtr
,,PYDXtr
,,Q10H2e
,,q10h2tc
,,q10tm
,,QUILSYN
,,r0002
,,r0156
,,r0157
,,r0179
,,r0330
,,r0331
,,r0365
,,r0381
,,r0466_1
,,r0480
,,r0558
,,r0571
,,r0647
,,r0784
,,r0788
,,r0789
,,r0795
,,r0796
,,r0809
,,r0818
,,r0826
,,r0839
,,r0840
,,r0841
,,r0842
,,r0853
,,r0859
,,r0860
,,r0870
,,r0871
,,r0881
,,r0886
,,r0892
,,r0899
,,r0907
,,r0908
,,r0909
,,r0911
,,r0921
,,r0926
,,r0927
,,r0931
,,r0932
,,r0936
,,r0937
,,r0940
,,r0950
,,r0962
,,r0968
,,r0970
,,r0973
,,r0975
,,r0986
,,r0987
,,r0989
,,r0990
,,r0994
,,r0998
,,r0999
,,r1000
,,r1002
,,r1003
,,r1005
,,r1006
,,r1007
,,r1008
,,r1011
,,r1012
,,r1013
,,r1014
,,r1017
,,r1018
,,r1019
,,r1020
,,r1024
,,r1025
,,r1029
,,r1030
,,r1051
,,r1052
,,r1078
,,r1106
,,r1109
,,r1116
,,r1117
,,r1134
,,r1146
,,r1148
,,r1150
,,r1159
,,r1162
,,r1292
,,r1298
,,r1299
,,r1301
,,r1302
,,r1303
,,r1304
,,r1318
,,r1364
,,r1365
,,r1367
,,r1368
,,r1375
,,r1377
,,r1384
,,r1400
,,r1401
,,r1421
,,r1428
,,r1435
,,r1437
,,r1456
,,r1457
,,r1459
,,r1467
,,r1468
,,r1512
,,r1528
,,r2506
,,r2507
,,r2508
,,r2509
,,r2510
,,r2511
,,r2512
,,r2513
,,r2514
,,r2514e
,,r2514m
,,r2515
,,r2519
,,r2521
,,r2535m
,,r2537
,,r2538
,,r2539
,,RADH
,,RADH2
,,RADH3
,,RADH4
,,RAHY
,,RAI1
,,RAI2
,,RAI4
,,RAtn
,,RAtn3
,,RBTt
,,RE0452M
,,RE0453C
,,RE0549C
,,RE0566C
,,RE0567C
,,RE0570C
,,RE0571C
,,RE0574C
,,RE0575C
,,RE0576C_1
,,RE0581C
,,RE0691C
,,RE0830C
,,RE0908C
,,RE0915C
,,RE0916C
,,RE0918C
,,RE0958C
,,RE1077C_1
,,RE1096C
,,RE1134C
,,RE1266C_1
,,RE1342C
,,RE1447N_1
,,RE1448N_1
,,RE1530C
,,RE1587C
,,RE1630C
,,RE1632C
,,RE1709C
,,RE1711C
,,RE1803C
,,RE1804C
,,RE1807C
,,RE1810M
,,RE1826C
,,RE1836C
,,RE1897C
,,RE1898C
,,RE1901R
,,RE1903R
,,RE1915C
,,RE1916C
,,RE1918C
,,RE1919C
,,RE1921C
,,RE1923C
,,RE1925C
,,RE1933C
,,RE1978C
,,RE2034C
,,RE2069C
,,RE2078M
,,RE2079R
,,RE2080C
,,RE2112C
,,RE2122C
,,RE2127C
,,RE2130C
,,RE2154C
,,RE2155C
,,RE2235C
,,RE2240C
,,RE2296C
,,RE2327C
,,RE2346C
,,RE2386C
,,RE2407C
,,RE2410C
,,RE2426C
,,RE2439C
,,RE2526C
,,RE2562C
,,RE2563C
,,RE2605C
,,RE2625C
,,RE2626C
,,RE2635C
,,RE2636C
,,RE2651R
,,RE2655R
,,RE2658C
,,RE2658R
,,RE2659R
,,RE2660C
,,RE2666C_1
,,RE2675C_1
,,RE2675C2
,,RE2677C_1
,,RE2677E_1
,,RE2677G_1
,,RE2677N_1
,,RE2705C
,,RE2799C
,,RE2814M
,,RE2814R
,,RE2898C
,,RE2948C
,,RE2958C
,,RE2974N_1
,,RE3011R
,,RE3013C
,,RE3016R
,,RE3017R
,,RE3033C
,,RE3044C
,,RE3050R
,,RE3051C
,,RE3052C
,,RE3076X
,,RE3104C
,,RE3106C
,,RE3108C
,,RE3112C
,,RE3113C
,,RE3119C
,,RE3121C
,,RE3122C
,,RE3152C
,,RE3153C
,,RE3154C
,,RE3162C
,,RE3163C
,,RE3164C
,,RE3166C
,,RE3167C
,,RE3168C
,,RE3169C
,,RE3171C
,,RE3172C
,,RE3173C
,,RE3175C
,,RE3176C
,,RE3180C
,,RE3181C
,,RE3198C
,,RE3201C
,,RE3227C
,,RE3228C
,,RE3229C
,,RE3230C
,,RE3231C
,,RE3232C
,,RE3234C
,,RE3235C
,,RE3236C
,,RE3237C
,,RE3238C
,,RE3239C
,,RE3242C
,,RE3243C
,,RE3244C
,,RE3251C
,,RE3252C
,,RE3267E
,,RE3286C
,,RE3287C
,,RE3288C
,,RE3289C
,,RE3352C
,,RE3411C_1
,,RE3413C
,,RE3417C_1
,,RE3420C_1
,,RE3421R
,,RE3422C
,,RE3423C
,,RE3430M
,,RE3430X
,,RE3431C
,,RE3434C
,,RE3435C
,,RE3436C
,,RE3437C
,,RE3475C
,,RE3477C1
,,RE3485C
,,RE3486C
,,RE3488C
,,RE3490C
,,RE3491C
,,RE3493C
,,RE3496C
,,RE3513C
,,RE3513R
,,RE3524R
,,RE3525M
,,RE3525R
,,RE3526M
,,RE3556C
,,RE3565C
,,RE3566C
,,RE3567C
,,RE3568C
,,RE3570C
,,RE3587C
,,RE3629C
,,RE3630C
,,RE3637C
,,RETFA
,,RETFAt
,,RETFAt1
,,RETFAt2
,,RETH1
,,RETH1e
,,RETH2
,,RETH2e
,,RETHe
,,RETI1
,,RETI2
,,RETI3
,,RETINALt
,,RETNGLCt
,,RETNGLCt2
,,RETNGLCt2r
,,RETNGLCtr
,,RETNt
,,RETNtr
,,RETNtr2
,,R_group_phosphotase_1
,,R_group_phosphotase_2
,,R_group_phosphotase_3
,,RIBt
,,RIBt2
,,RSVGLUChc
,,RSVhc
,,RSVitr
,,RSVLAChv
,,RSVLACitr
,,RSVtev
,,RTOTAL2t
,,RTOTALt
,,Rtotalter
,,Rtotaltg
,,Rtotaltl
,,S2L2FN2M2MASNtly
,,S2L2N2M2MASNtly
,,S2L2N2M2Mt
,,S2L2N2M2Mtl
,,S2TASE4ly
,,S2TASE5ly
,,S3MEACMPhc
,,S3MEACMPtev
,,S3TASE1ly
,,S3TASE2ly
,,S3TASE3ly
,,S4T4g
,,S4T5g
,,SACCRP_Lte
,,SACCRP_Ltm
,,SARCStex
,,SARCStm
,,SARCStp
,,SBT_Dt
,,SEBACACT
,,SEBACIDtd
,,SEBACIDTD
,,SELMETHt2e
,,SERARGALAr
,,SERARGTRPr
,,SERCYSARGr
,,SERGLYGLUr
,,SERLYSHISr
,,SERPHELYSr
,,Ser_Thrtg
,,SERtp
,,SERTRPHISr
,,SFCYSc
,,SFCYSe
,,SGALSIDEtg
,,SGALSIDEtl
,,SK_11_cis_retfa_c
,,SK_25hvitd2_c
,,SK_34dhpac_c
,,SK_4abut_l
,,SK_5HPET_c
,,SK_7klitchol_c
,,SK_9_cis_retfa_c
,,SK_adprbp_c
,,SK_akg_c
,,SK_ala__L_c
,,SK_arg__L_c
,,SK_asn__L_c
,,SK_asp__L_c
,,SK_band_c
,,SK_bandmt_c
,,SK_btn_c
,,SK_C02528_c
,,SK_c101coa_c
,,SK_c226coa_c
,,SK_c81coa_c
,,SK_CE1273_c
,,SK_cholate_c
,,SK_chol_c
,,SK_citr__L_c
,,SK_cmpglna_c
,,SK_coa_c
,,SK_crvnc_c
,,SK_cys__L_c
,,SK_dchac_c
,,SK_dd2coa_c
,,SK_decdicoa_c
,,SK_dgchol_c
,,SK_dhcholestanate_c
,,SK_doco13ecoa_c
,,SK_fad_c
,,SK_fe3_c
,,SK_ficytb5_c
,,SK_focytb5_c
,,SK_for_c
,,SK_gchola_c
,,SK_gln__L_c
,,SK_glu__L_c
,,SK_gly_c
,,SK_glygn2_c
,,SK_HC01115_c
,,SK_HC02191_c
,,SK_HC02192_c
,,SK_HC02193_c
,,SK_HC02194_c
,,SK_HC02195_c
,,SK_HC02196_c
,,SK_HC02197_c
,,SK_HC02198_c
,,SK_HC02220_c
,,SK_hdca_c
,,SK_his__L_c
,,SK_ile__L_c
,,SK_leu__L_c
,,SK_lnlc_c
,,SK_lnlccoa_c
,,SK_lnlncacoa_c
,,SK_lnlncgcoa_c
,,SK_lys__L_c
,,SK_met__L_c
,,SK_mi1345p_c
,,SK_mi134p_c
,,SK_mi145p_c
,,SK_mi14p_c
,,SK_nad_c
,,SK_nadp_c
,,SK_octdececoa_c
,,SK_odecoa_c
,,SK_phe__L_c
,,SK_phyQ_c
,,SK_pmtcoa_c
,,SK_pre_prot_r
,,SK_pro__L_c
,,SK_pydam_c
,,SK_pydx_c
,,SK_pydxn_c
,,SK_retfa_c
,,SK_retinol_c
,,SK_Ser_Gly_Ala_X_Gly_r
,,SK_ser__L_c
,,SK_stcoa_c
,,SK_tag_hs_c
,,SK_T_antigen_g
,,SK_tchola_c
,,SK_tdchola_c
,,SK_tdechola_c
,,SK_tetdec2coa_c
,,SK_tetdece1coa_c
,,SK_thcholstoic_c
,,SK_thf_c
,,SK_thr__L_c
,,SK_tmndnc_c
,,SK_tmndnccoa_c
,,SK_trp__L_c
,,SK_Tyr_ggn_c
,,SK_tyr__L_c
,,SK_val__L_c
,,SK_vitd3_c
,,SK_xol7ah3_c
,,SK_xol7aone_c
,,SK_xoldiolone_c
,,SLDt
,,SMOX
,,SMSn
,,SMVACIDitr
,,SMVACIDtev
,,SMVGLUCLAChep
,,SMVitr
,,SMVLAChep
,,SMVtv
,,SO4tl
,,SPC_HSt
,,SPH1Pte
,,SPH1Pter
,,SPHGNSte
,,SPHGNte
,,SPHGNtg
,,SPHGNtn
,,SPHGNtr
,,SPHINGStg
,,SPHINGStl
,,SPHINGStn
,,SPHINGStr
,,SPHMDAc
,,SPHMYLN180241_hs_SECt
,,SPHMYLN18114_hs_SECt
,,SPHMYLN18115_hs_SECt
,,SPHMYLN181161_hs_SECt
,,SPHMYLN18116_hs_SECt
,,SPHMYLN18117_hs_SECt
,,SPHMYLN181181_hs_SECt
,,SPHMYLN18118_hs_SECt
,,SPHMYLN181201_hs_SECt
,,SPHMYLN18120_hs_SECt
,,SPHMYLN18121_hs_SECt
,,SPHMYLN181221_hs_SECt
,,SPHMYLN18122_hs_SECt
,,SPHMYLN18123_hs_SECt
,,SPHMYLN1824_hs_SECt
,,SPHMYLN1825_hs_SECt
,,SPHMYLN_HsSECt
,,SPHMYLNte
,,SPHMYLNtg
,,SPHMYLNtl
,,SPHMYLNtl2
,,SPHS1Pte
,,SPHS1Ptr
,,SPMDAT1
,,SPMDAT2
,,SPMDOX
,,SPMDtex2
,,SPRMt2i
,,SQLte
,,SQLter
,,STACMPhc
,,STACMPtev
,,STCOAtx
,,STCRNtr
,,STN_ANTIGENt
,,STRDNCt
,,SUBEACtd
,,SUBEACTD
,,SUBERICACT
,,SUBGLYte
,,SUCACETATALTc
,,SUCACETATc
,,SUCACETOc
,,SUCACETOte
,,SUCCACT
,,SUCCtp
,,SUCSALte
,,SUCSALtm
,,T4HCINNMFM
,,T4HCINNMte
,,T4HCINNMtm
,,TACRDtsc
,,TACRitr
,,TAGAT_Dt
,,TAGt
,,TAURIBUP_Sthv
,,TAURt
,,TAXOLte
,,TCHOLAte
,,TCHOLAtx
,,TCYNTt
,,TCYNTtm
,,TD2GLTRCOAm
,,TDCHOLAte
,,TDCHOLAtx
,,TDCRNe
,,TDP
,,TDPm
,,TETDEC2CRNe
,,TETDECA511ACc
,,TETDECA511ACt
,,TETDECA511ACtd
,,TETDECE1CRNe
,,TETHEX3COAtx
,,TETHEX3t
,,TETPENT3COAtm
,,TETPENT3COAtx
,,TETPENT3t
,,TETPENT6COAtm
,,TETPENT6COAtx
,,TETPENT6t
,,TETTET6COAtm
,,TETTET6COAtx
,,TETTET6t
,,THBPTt
,,THCHOLSTOICtm
,,THCRMtl
,,THEXDDte
,,THFtl
,,THFtm
,,THMATPe
,,THMMPtm_cho
,,THMMPtrbc
,,THMP
,,THMPPtm_cho
,,THMt2m
,,THMtrbc
,,THP2Ctp
,,THRA
,,THRACm
,,THRARGTYRr
,,THRASNTYRr
,,THRFVShc
,,THRFVStev
,,THRGLNGLUr
,,THRGLNTYRr
,,THRHISHISr
,,THRILEARGr
,,THRMETARGr
,,thr_mt
,,THRNTt
,,THRPHEARGr
,,THRSERARGr
,,THRTHRARGr
,,THRTYRMETr
,,THSACMPhr
,,THSACMPitr
,,TIGCRNe
,,TIGGLYte
,,TIGGLYtm
,,TLACFVShc
,,TLACFVSitr
,,TLACFVStev
,,TMACMPhr
,,TMACMPitr
,,TMDitr
,,TMDM1itr
,,TMDM1OATt
,,TMDM3hr
,,TMDM3itr
,,TMDM3OATt
,,TMDM5itr
,,TMDM5OATt
,,TMDOATPtsc
,,TMDOATtev
,,TMDPPK
,,TMDtd
,,TMLYStd
,,TMNDNCCOAtx
,,TMNDNCt
,,TMNDNCtl
,,TOLBUTAMIDEte
,,TREt
,,TRIODTHYSUFt
,,TRIOK
,,TRIPVSitr
,,TRIPVStev
,,TRPALAPROr
,,TRPARGALAr
,,TRPASPASPr
,,TRPGLNGLNr
,,TRPGLUGLYr
,,TRPGLULEUr
,,TRPGLUPROr
,,TRPGLUTYRr
,,TRPGLYASPr
,,TRPGLYLEUr
,,TRPGLYPHEr
,,TRPGLYVALr
,,TRPHISMETr
,,TRPILELYSr
,,TRPILETRPr
,,TRPLEUVALr
,,TRPLYSr
,,TRPMETARGr
,,TRPMETVALr
,,TRPPHEr
,,TRPPROGLYr
,,TRPPROLEUr
,,TRPPROVALr
,,TRPSERTYRr
,,TRPTHRGLUr
,,TRPTHRILEr
,,TRPTHRTYRr
,,TRPTYRGLNr
,,TRPTYRTYRr
,,TRPVALASPr
,,TS3
,,TSACGLUCtev
,,TSACMGLUChr
,,TSACMGLUCitr
,,TSACMSULhc
,,TSACMSULtev
,,TSTSTERONEGLCtr
,,TSTSTERONESte
,,TSTSTERONEt
,,TSTSTERONEtr
,,TTCCOAtx
,,TTDCAFATPc
,,TTDCEAATP
,,TTDCEAt
,,TTDCRNNAt
,,TXA2te
,,TXA2tr
,,TXB2c
,,TXB2t
,,TYMc
,,TYMSFt
,,TYRALAPHEr
,,TYRALAr
,,TYRARGGLUr
,,TYRARGSERr
,,TYRASPARGr
,,TYRCYSGLYr
,,TYRCYSTHRr
,,TYRGLUr
,,TYRLEUARGr
,,TYRPHETYRr
,,TYRTHRr
,,TYRTRPPHEr
,,TYRTYRr
,,TYRVALMETr
,,UAGALDP
,,UDPACGALtl
,,UDPG1P
,,UDPGALt2n
,,UDPGALt2r
,,UDPGLCAtg
,,UDPGLCter
,,UDPGLCURtr
,,UDPGNP
,,UDPRIBc
,,UDPtl
,,UDPXYLter
,,UGT1A10c
,,UMPtr
,,UNK3
,,URATEt
,,URATEtx
,,URCANt
,,URIDK2r
,,URIK3
,,Uritn
,,UROLACer
,,URSCHOLCOAc
,,UTPtn
,,VACCt
,,VALARGGLYr
,,VALHISASNr
,,VALLEUPHEr
,,VALLYSTYRr
,,VALPHEARGr
,,VALPROTRPr
,,VALSERARGr
,,VALt5m
,,VALTRPPHEr
,,VALTRPVALr
,,VALVALr
,,VANILLACc
,,VANILLACte
,,VD3
,,VITD3t
,,VITKtl
,,WHARACHDt
,,WHARACHDtr
,,WHDDCAte
,,WHHDCAte
,,WHTSTSTERONEte
,,WHTSTSTERONEtr
,,WHTTDCAte
,,XANt
,,XANtx
,,XMPtr
,,XOL24OHte
,,XOL24OHtr
,,XOL25OHte
,,XOL25OHtr
,,XOL27OHte
,,XOL27OHtm
,,XOL27OHtmc
,,XOL7AH2tm
,,XOL7AONEtr
,,XOLDIOLONEt
,,XOLEST182_HSte
,,XOLEST182tl
,,XOLEST183te
,,XOLEST183tl
,,XOLEST205_HSte
,,XOLEST205tl
,,XOLEST226_HSte
,,XOLEST226tl
,,XOLEST2te
,,XOLESTte
,,XOLTRI24tc
,,XOLTRI24te
,,XOLTRI25tc
,,XOLTRI25te
,,XOLTRI27tc
,,XOLTRI27te
,,XOLTRIOLtm
,,XPPT
,,XSERtg
,,XTSNtr
,,XYLTD_D
,,XYLtly
,,XYLTt
,,XYLUDte
,,XYLULte
,,YVITEt
,,1a_24_25VITD3Hm
,,1a_25VITD3Hm
,,25HVITD2tin
,,25HVITD2tm
,,25HVITD3tm
,,3HPCOAHYD
,,3HPPD
,,3HXKYNDCL
,,3HXKYNOXDA
,,3NTD7l
,,4MPTNLtr
,,5HOXINDACTOXm
,,5HTRPDOX
,,5HXKYNDCL
,,5HXKYNOXDA
,,A_MANASE
,,ACSOMT
,,ADEtl
,,ADHAPtx
,,ADPGLC
,,ADPRDPm
,,ADSELK
,,AG13T10g
,,AG13T11g
,,AG13T12g
,,AG13T13g
,,AG13T14g
,,AG13T15g
,,AG13T4g
,,AG13T5g
,,AG13T6g
,,AG13T7g
,,AG13T8g
,,AG13T9g
,,AGLPC
,,AGLPED
,,AGLPET
,,AGLPH
,,AGLPR
,,AGLPT
,,AGPex
,,AGPRim
,,AGPSx
,,AHCYStn
,,ALAt2rL
,,ALKP
,,ALOX12R
,,AMACR2r
,,AMACRr
,,AMETtn
,,AMPtr
,,AP4AH1
,,ARTFR11
,,ARTFR12
,,ARTFR13
,,ARTFR202
,,ARTFR203
,,ARTFR204
,,ARTFR205
,,ARTFR206
,,ARTFR207
,,ARTFR209
,,ARTFR210
,,ARTFR211
,,ARTFR212
,,ARTFR213
,,ARTFR31
,,ARTFR32
,,ARTFR33
,,ARTFR34
,,ARTFR41
,,ARTFR42
,,ARTFR43
,,ARTFR44
,,ARTFR45
,,ARTFR46
,,ARTFR51
,,ARTFR52
,,ARTFR53
,,ARTFR54
,,ARTFR55
,,ARTFR56
,,ARTFR57
,,ARTFR61
,,ARTPLM1
,,ARTPLM1m
,,ARTPLM2
,,ARTPLM2m
,,Asn_X_Ser_Thrtr
,,BAMPPALDOXm
,,BDMT_L
,,BDMT_U
,,BMTer_L
,,C2M26DCOAHLm
,,C2M26DCOAHLx
,,CBLATm
,,CBR1
,,CCA_D3t
,,CCA_D3tm
,,CO2tn
,,CPCTDTX
,,CRTSTRNtr
,,CYSLYSL
,,CYSTAm
,,DALAt2rL
,,DEDOLP1_U
,,DEDOLP2_U
,,DEDOLR_U
,,DHAPA
,,DHAPAx
,,DMHPTCRNCPT1
,,DNAMTn
,,DNAMTSEn
,,DNDPt22m
,,DNDPt26m
,,DNDPt27m
,,DNDPt29m
,,DNDPt33m
,,DNDPt34m
,,DNDPt35m
,,DNDPt36m
,,DNDPt8m
,,DNDPt9m
,,DOGULND1
,,DOGULND2
,,DOGULNO2
,,DOLASNT_Ler
,,DOLASNT_Uer
,,DOLDPP_Ler
,,DOLDPP_Uer
,,DOLGLCP_Uter
,,DOLGPP_Uer
,,DOLMANP_Lter
,,DOLPGT1_Ler
,,DOLPGT1_Uer
,,DOLPGT2_Ler
,,DOLPGT2_Uer
,,DOLPGT3_Ler
,,DOLPGT3_Uer
,,DOLPMT_L
,,DOLPMT1_Ler
,,DOLPMT1_Uer
,,DOLPMT2_Ler
,,DOLPMT2_Uer
,,DOLPMT3_Ler
,,DOLPMT3_Uer
,,DOLPMT4_Ler
,,DOLPMT4_Uer
,,DPROOp
,,ECGISOr
,,EGMESTr
,,ENGASE
,,ENGASE2
,,ENMAN1g
,,ENMAN2g
,,ENMAN3g
,,ENMAN4g
,,ENMAN5g
,,ENMAN6g
,,EPCTX
,,EX_cca_d3_e
,,EX_pro_D_e
,,EX_sel_e
,,EX_ser_D_e
,,EX_vitd2_e
,,F6Tg
,,FA120ACPH
,,FA140ACPH
,,FA141ACPH
,,FA160ACPH
,,FA161ACPH
,,FA180ACPH
,,FA181ACPH
,,FA1821ACPH
,,FA1822ACPH
,,FA182ACPH
,,FORtrn
,,G12MT1_L
,,G12MT1_U
,,G12MT2_L
,,G12MT2_U
,,G13MT_L
,,G13MT_U
,,G14T10g
,,G14T11g
,,G14T12g
,,G14T13g
,,G14T14g
,,G14T15g
,,G14T16g
,,G14T17g
,,G14T6g
,,G14T7g
,,G14T8g
,,G14T9g
,,G14Tg
,,G16MT_L
,,G16MT_U
,,G1M6MASNB1terg
,,G1M7MASNBterg
,,G1M7MASNCterg
,,G1M8MASNterg
,,G2M8MASNterg
,,G3M8MASNterg
,,GGT_U
,,GHMT3m
,,GK1m
,,GLACOm
,,GLCNACPT_L
,,GLCNACPT_U
,,GLCNACT_L
,,GLCNACT_U
,,GLYt2rL
,,GPAMm_hs
,,GPIMTer_L
,,GSNKm
,,GSNtm
,,GTPCIn
,,GTPtn
,,H2MTer_L
,,H3MTer_L
,,H5MTer_L
,,H6MTer_L
,,H7MTer_L
,,H8MTer_L
,,H8MTer_U
,,HEXCCPT1
,,HEXCCPT2
,,HEXCCRNt
,,HMGCOARr
,,HXANtl
,,IMACTD_m
,,INSKm
,,INStl
,,INStm
,,IPDPtr
,,KSIt
,,LACZly
,,LALDO2x
,,LCADi_Dm
,,LCTStl
,,LCYSTATm
,,LGNCCPT1
,,LGNCCPT2
,,LGNCCRNt
,,LPSe
,,LS3
,,LYSMTF1n
,,LYSMTF2n
,,LYSMTF3n
,,M1316Mg
,,M13N2Tg
,,M13N4Tg
,,M14NTg
,,M16N4Tg
,,M16N6Tg
,,M16NTg
,,M4ATAer
,,M4BET2er
,,M4MPDOL_Lter
,,M4MPDOL_Uter
,,M7MASNBterg
,,M8MASNterg
,,MAN1_6B1er
,,MAN1_7Ber
,,MAN2_6B1er
,,MAN2_7Cer
,,MANter
,,MANtg
,,MCOATAm
,,MEOHtr
,,MG1er
,,MG2er
,,MG3er
,,MI13456PK
,,MI13456Ptn
,,MI1345PKn
,,MI1346PKn
,,MI1346Ptn
,,MI134PK
,,MI1456PKn
,,MI145P6Kn
,,MI145PKn
,,MI3456PK
,,MM5ag
,,MM5bg
,,MM5cg
,,MM6ag
,,MM6B1ag
,,MM6B1bg
,,MM6B2g
,,MM6bg
,,MM7Ag
,,MM7B1g
,,MM7B2g
,,MM7Cag
,,MM7Cbg
,,MM8Ag
,,MM8Ber
,,MM8Cg
,,MMCD
,,MMCDp
,,N2M2NMASNt
,,NABTNOm
,,NADtpu
,,NDPK10m
,,NDPK2m
,,NDPK9m
,,NMPTRCOX
,,NNATm
,,NRVNCCPT1
,,NRVNCCPT2
,,NRVNCCRNt
,,NTD2m
,,NTD3l
,,NTD6l
,,NTD8l
,,NTMELYStner
,,NTPP11
,,PCLYSOX
,,PE_HStg
,,PECGONCOATr
,,PEPLYStn
,,PI45PLCn
,,PI4P3Ker
,,PI5P3Ker
,,PIK3er
,,PLA2
,,PLYSPSer
,,PMI1346PH
,,PMI1346PHn
,,PNTKm
,,PPA2m
,,PPCOACm
,,PPCOAOm
,,PPDOx
,,PPMI1346Ptn
,,PPPItn
,,PRO1xm
,,PROAKGOX1r
,,PRODt2rL
,,PROt2rL
,,PRPNCOAHYDm
,,PRPNCOAHYDx
,,PS_HSter
,,PS_HStg
,,PTE5x
,,PTHPSn
,,PYAM5Ptm
,,PYDX5Ptm
,,PYLALDOX
,,PYLALDOXm
,,RETNCOA
,,RTOT_2
,,RTOT_3
,,RTOT1
,,RTOT2
,,RTOT3
,,RTOT4
,,RTOT5
,,RTOT6
,,RTOTAL2CRNCPT1
,,RTOTAL2CRNCPT2
,,RTOTAL2CRNt
,,RTOTAL3t
,,RTOTALCRNCPT1
,,RTOTALCRNCPT2
,,RTOTALCRNt
,,Rtotaltp
,,S23T3g
,,S26Tg
,,S2L2FN2M2MASNt
,,S6T10g
,,S6T11g
,,S6T12g
,,S6T13g
,,S6T14g
,,S6T15g
,,S6T4g
,,S6T5g
,,S6T6g
,,S6T7g
,,S6T8g
,,S6T9g
,,SEAHCYSHYD
,,SEAHCYStn
,,SEASMETtn
,,SELADT
,,SELCYSLY
,,SELCYSLY2
,,SELCYSTGL
,,SELCYSTS
,,SELMETAT
,,SELNPS
,,SELt4_3
,,SGPL11r
,,SIAASE
,,SLDxm
,,SOAT11
,,SOAT11r
,,SOAT12r
,,SPRn
,,SRTN23OX
,,SRTNMTX
,,T2M26DCOAHLm
,,T2M26DCOAHLx
,,T4HCINNOX
,,TDPDRR
,,TMLYSter
,,TRDRm
,,UDPDOLPT_U
,,UDPGALt2g
,,UDPGLCtg
,,UGALNACter
,,UMPKm
,,UNK2
,,Uritm
,,VITD2Hm
,,VITD2t
,,VITD2tm
,,VITD3Hm
,,VITD3tm
,,VITD3tm3
,,XOL7AH2tr
,,XOLDIOLONEtm
,,XOLTRIOLtr
,,r0001
,,r0120
,,r0121
,,r0163
,,r0276
,,r0366
,,r0368
,,r0384
,,r0430
,,r0446
,,r0464
,,r0537
,,r0549
,,r0556
,,r0559
,,r0580
,,r0598
,,r0614
,,r0620
,,r0625
,,r0626
,,r0644
,,r0668
,,r0678
,,r0679
,,r0680
,,r0681
,,r0682
,,r0683
,,r0691
,,r0692
,,r0693
,,r0694
,,r0695
,,r0696
,,r0697
,,r0701
,,r0702
,,r0708
,,r0709
,,r0712
,,r0713
,,r0760
,,r0761
,,r0762
,,r0763
,,r0764
,,r0765
,,r0766
,,r0767
,,r0768
,,r0769
,,r0770
,,r0771
,,r0772
,,r0773
,,r0775
,,r0776
,,r0777
,,r0778
,,r0780
,,r0800
,,r0801
,,r0802
,,r0803
,,r0804
,,r0805
,,r0806
,,r0807
,,r0808
,,r0825
,,r0925
,,r0941
,,r0947
,,r0988
,,r0992
,,r1004
,,r1010
,,r1021
,,r1027
,,r1033
,,r1034
,,r1048
,,r1049
,,r1050
